video,resolution,duration,fps
P04_29,1920x1080,425.408317,59.9400599400599
P04_30,1920x1080,312.695717,59.9400599400599
P04_31,1920x1080,825.457967,59.9400599400599
P04_32,1920x1080,53.536817,59.9400599400599
P04_33,1920x1080,184.100583,59.9400599400599
P05_01,1920x1080,365.765400,59.9400599400599
P05_02,1920x1080,338.454783,59.9400599400599
P05_03,1920x1080,1033.165467,59.9400599400599
P05_04,1920x1080,388.421367,59.9400599400599
P05_05,1920x1080,155.672183,59.9400599400599
P05_06,1920x1080,310.943967,59.9400599400599
P05_07,1920x1080,801.867733,59.9400599400599
P05_08,1920x1080,1280.596633,59.9400599400599
P05_09,1920x1080,421.104017,59.9400599400599
P06_01,1920x1080,90.440350,59.9400599400599
P06_02,1920x1080,13.947267,59.9400599400599
P06_03,1920x1080,686.068717,59.9400599400599
P06_05,1920x1080,1444.278483,59.9400599400599
P06_07,1920x1080,1061.928183,59.9400599400599
P06_08,1920x1080,30.663967,59.9400599400599
P06_09,1920x1080,1344.779083,59.9400599400599
P06_10,1920x1080,242.976067,59.9400599400599
P06_11,1920x1080,76.960217,59.9400599400599
P06_12,1920x1080,193.943750,59.9400599400599
P06_13,1920x1080,240.373467,59.9400599400599
P06_14,1920x1080,100.717283,59.9400599400599
P07_01,1920x1080,109.125683,59.9400599400599
P07_02,1920x1080,111.895117,59.9400599400599
P07_03,1920x1080,262.729133,59.9400599400599
P07_04,1920x1080,825.207717,59.9400599400599
P07_05,1920x1080,209.559350,59.9400599400599
P07_06,1920x1080,140.907433,59.9400599400599
P07_07,1920x1080,331.414417,59.9400599400599
P07_08,1920x1080,173.039533,59.9400599400599
P07_09,1920x1080,339.822817,59.9400599400599
P07_10,1920x1080,2060.377300,59.9400599400599
P07_11,1920x1080,223.256367,59.9400599400599
P07_12,1920x1080,236.019117,59.9400599400599
P07_13,1920x1080,60.660600,59.9400599400599
P07_14,1920x1080,257.006750,59.9400599400599
P07_15,1920x1080,113.346567,59.9400599400599
P07_16,1920x1080,163.062900,59.9400599400599
P07_17,1920x1080,132.932800,59.9400599400599
P07_18,1920x1080,40.557183,59.9400599400599
P08_01,1920x1080,615.448167,59.9400599400599
P08_02,1920x1080,107.423983,59.9400599400599
P08_03,1920x1080,149.966483,59.9400599400599
P08_04,1920x1080,205.221683,59.9400599400599
P08_05,1920x1080,1753.769333,59.9400599400599
P08_06,1920x1080,486.636150,59.9400599400599
P08_07,1920x1080,24.007317,59.9400599400599
P08_08,1920x1080,144.327517,59.9400599400599
P08_09,1920x1080,620.486533,59.9400599400599
P08_10,1920x1080,242.425517,59.9400599400599
P08_11,1920x1080,195.445250,59.9400599400599
P08_12,1920x1080,33.733700,59.9400599400599
P08_13,1920x1080,24.174150,59.9400599400599
P08_14,1920x1080,151.918433,59.9400599400599
P08_15,1920x1080,563.312750,59.9400599400599
P08_16,1920x1080,589.121867,59.9400599400599
P08_17,1920x1080,586.102183,59.9400599400599
P08_18,1920x1080,499.649150,59.9400599400599
P08_19,1920x1080,137.587450,59.9400599400599
P08_20,1920x1080,207.473933,59.9400599400599
P08_21,1920x1080,1406.772683,59.9400599400599
P08_22,1920x1080,129.262467,59.9400599400599
P08_23,1920x1080,1530.796583,59.9400599400599
P08_24,1920x1080,573.806567,59.9400599400599
P08_25,1920x1080,21.621600,59.9400599400599
P08_26,1920x1080,409.242167,59.9400599400599
P08_27,1920x1080,186.135950,59.9400599400599
P08_28,1920x1080,34.117417,59.9400599400599
P09_01,1920x1080,14.230883,59.9400599400599
P09_02,1920x1080,369.685983,59.9400599400599
P09_03,1920x1080,146.246100,59.9400599400599
P09_04,1920x1080,102.168733,59.9400599400599
P09_05,1920x1080,267.684083,59.9400599400599
P09_06,1920x1080,403.920183,59.9400599400599
P09_07,1920x1080,55.221833,29.97002997002997
P09_08,1920x1080,126.459667,29.97002997002997
P10_01,1920x1080,912.661750,59.9400599400599
P10_02,1920x1080,1222.707133,59.9400599400599
P10_03,1920x1080,1842.442917,59.9400599400599
P10_04,1920x1080,3359.875500,29.97002997002997
P11_01,1920x1080,181.614767,59.9400599400599
P11_02,1920x1080,36.086050,59.9400599400599
P11_03,1920x1080,136.569767,59.9400599400599
P11_04,1920x1080,288.755133,59.9400599400599
P11_05,1920x1080,1821.436933,59.9400599400599
P11_06,1920x1080,38.388350,59.9400599400599
P11_07,1920x1080,26.526500,59.9400599400599
P11_08,1920x1080,59.759700,59.9400599400599
P11_09,1920x1080,347.213533,59.9400599400599
P11_10,1920x1080,21.354667,59.9400599400599
P11_11,1920x1080,66.332933,59.9400599400599
P11_12,1920x1080,50.033317,59.9400599400599
P11_13,1920x1080,63.129733,59.9400599400599
P11_14,1920x1080,27.460767,59.9400599400599
P11_15,1920x1080,490.573417,59.9400599400599
P11_16,1920x1080,353.870183,59.9400599400599
P11_17,1920x1080,521.454267,59.9400599400599
P11_18,1920x1080,37.921217,59.9400599400599
P11_19,1920x1080,85.318567,59.9400599400599
P11_20,1920x1080,559.559000,59.9400599400599
P11_21,1920x1080,30.613917,59.9400599400599
P11_22,1920x1080,235.251683,59.9400599400599
P11_23,1920x1080,62.829433,59.9400599400599
P11_24,1920x1080,83.566817,59.9400599400599
P12_01,1280x720,411.727983,59.9400599400599
P12_02,1280x720,1853.952750,59.9400599400599
P12_03,1280x720,1465.865050,59.9400599400599
P12_04,1280x720,1912.277683,59.9400599400599
P12_05,1920x1440,60.360300,59.9400599400599
P12_06,1920x1440,170.053217,59.9400599400599
P12_07,1920x1080,784.583800,59.9400599400599
P12_08,1920x1080,222.322100,59.9400599400599
P13_01,1920x1080,553.920033,59.9400599400599
P13_02,1920x1080,69.152417,59.9400599400599
P13_03,1920x1080,350.233217,59.9400599400599
P13_04,1920x1080,248.097850,59.9400599400599
P13_05,1920x1080,397.814083,59.9400599400599
P13_06,1920x1080,111.394617,59.9400599400599
P13_07,1920x1080,162.162000,59.9400599400599
P13_08,1920x1080,2465.113300,59.9400599400599
P13_09,1920x1080,540.957083,59.9400599400599
P13_10,1920x1080,176.626450,59.9400599400599
P14_01,1920x1080,104.304200,59.9400599400599
P14_02,1920x1080,32.282250,59.9400599400599
P14_03,1920x1080,20.003317,59.9400599400599
P14_04,1920x1080,140.790650,59.9400599400599
P14_05,1920x1080,71.154417,59.9400599400599
P14_06,1920x1080,64.547817,59.9400599400599
P14_07,1920x1080,90.273517,59.9400599400599
P14_08,1920x1080,398.030967,59.9400599400599
P14_09,1920x1080,253.253000,59.9400599400599
P15_01,1920x1080,46.880167,59.9400599400599
P15_02,1920x1080,695.194500,59.9400599400599
P15_03,1920x1080,330.263267,59.9400599400599
P15_04,1920x1080,471.204067,59.9400599400599
P15_05,1920x1080,105.371933,59.9400599400599
P15_06,1920x1080,503.503000,59.9400599400599
P15_07,1920x1080,207.140267,59.9400599400599
P15_08,1920x1080,552.568683,59.9400599400599
P15_09,1920x1080,386.285900,59.9400599400599
P15_10,1920x1080,197.497300,59.9400599400599
P15_11,1920x1080,27.510817,59.9400599400599
P15_12,1920x1080,61.377983,59.9400599400599
P15_13,1920x1080,963.012050,59.9400599400599
P16_01,1920x1080,1243.092500,59.9400599400599
P16_02,1920x1080,55.705650,59.9400599400599
P16_03,1920x1080,213.196317,59.9400599400599
P16_04,1920x1080,929.828900,59.9400599400599
P17_01,1920x1080,156.239417,47.952047952047955
P17_02,1920x1080,545.774396,47.952047952047955
P17_03,1920x1080,977.351375,47.952047952047955
P17_04,1920x1080,1064.083667,47.952047952047955
P18_01,1920x1080,166.432933,59.9400599400599
P18_02,1920x1080,190.390200,29.97002997002997
P18_03,1920x1080,427.427000,59.9400599400599
P18_04,1920x1080,203.770233,59.9400599400599
P18_05,1920x1080,594.243650,59.9400599400599
P18_06,1920x1080,416.332583,59.9400599400599
P18_07,1920x1080,240.073167,59.9400599400599
P18_08,1920x1080,66.499767,59.9400599400599
P18_09,1920x1080,276.811111,90.0
P18_10,1920x1080,144.794650,59.9400599400599
P18_11,1920x1080,410.176433,59.9400599400599
P18_12,1920x1080,207.907700,59.9400599400599
P19_01,1920x1080,780.663217,59.9400599400599
P19_02,1920x1080,73.506767,59.9400599400599
P19_03,1920x1080,136.269467,59.9400599400599
P19_04,1920x1080,914.113200,59.9400599400599
P19_05,1920x1080,79.345933,59.9400599400599
P19_06,1920x1080,233.583350,59.9400599400599
P20_01,1920x1080,1378.477750,59.9400599400599
P20_02,1920x1080,428.194433,59.9400599400599
P20_03,1920x1080,213.062850,59.9400599400599
P20_04,1920x1080,2251.099500,59.9400599400599
P20_05,1920x1080,467.150017,59.9400599400599
P20_06,1920x1080,272.672400,59.9400599400599
P20_07,1920x1080,101.317883,59.9400599400599
P21_01,1920x1080,692.942250,59.9400599400599
P21_02,1920x1080,490.606783,59.9400599400599
P21_03,1920x1080,585.968717,59.9400599400599
P21_04,1920x1080,569.252017,59.9400599400599
P22_01,1920x1080,1091.292517,59.9400599400599
P22_02,1920x1080,508.741567,59.9400599400599
P22_03,1920x1080,1187.970767,59.9400599400599
P22_04,1920x1080,389.072017,59.9400599400599
P22_05,1920x1080,1236.052133,59.9400599400599
P22_06,1920x1080,444.610833,59.9400599400599
P22_07,1920x1080,2180.612417,59.9400599400599
P22_08,1920x1080,921.153567,59.9400599400599
P22_09,1920x1080,426.826400,59.9400599400599
P22_10,1920x1080,961.744117,59.9400599400599
P22_11,1920x1080,427.009917,59.9400599400599
P22_12,1920x1080,685.551533,59.9400599400599
P22_13,1920x1080,500.416583,59.9400599400599
P22_14,1920x1080,703.469433,59.9400599400599
P22_15,1920x1080,609.008400,59.9400599400599
P22_16,1920x1080,1461.679200,59.9400599400599
P22_17,1920x1080,1303.903250,59.9400599400599
P23_01,1920x1080,91.841750,59.9400599400599
P23_02,1920x1080,1668.233883,59.9400599400599
P23_03,1920x1080,363.930233,59.9400599400599
P23_04,1920x1080,2247.429167,59.9400599400599
P23_05,1920x1080,1168.901717,59.9400599400599
P24_01,1920x1080,725.241183,59.9400599400599
P24_02,1920x1080,812.061250,59.9400599400599
P24_03,1920x1080,489.539050,59.9400599400599
P24_04,1920x1080,493.809983,59.9400599400599
P24_05,1920x1080,1600.901617,59.9400599400599
P24_06,1920x1080,566.299067,59.9400599400599
P24_07,1920x1080,911.477233,59.9400599400599
P24_08,1920x1080,1512.880350,59.9400599400599
P24_09,1920x1080,1968.600617,59.9400599400599
P25_01,1920x1080,115.115000,59.9400599400599
P25_02,1920x1080,253.620033,59.9400599400599
P25_03,1920x1080,181.681500,59.9400599400599
P25_04,1920x1080,594.226967,59.9400599400599
P25_05,1920x1080,1491.744233,59.9400599400599
P25_06,1920x1080,207.290417,59.9400599400599
P25_07,1920x1080,275.258317,59.9400599400599
P25_08,1920x1080,160.343517,59.9400599400599
P25_09,1920x1080,876.292083,59.9400599400599
P25_10,1920x1080,374.624250,59.9400599400599
P25_11,1920x1080,378.378000,59.9400599400599
P25_12,1920x1080,96.045950,59.9400599400599
P26_01,1920x1080,79.712967,59.9400599400599
P26_02,1920x1080,464.697567,59.9400599400599
P26_03,1920x1080,312.495517,59.9400599400599
P26_04,1920x1080,145.461983,59.9400599400599
P26_05,1920x1080,45.445400,59.9400599400599
P26_06,1920x1080,27.277250,59.9400599400599
P26_07,1920x1080,24.374350,59.9400599400599
P26_08,1920x1080,51.684967,59.9400599400599
P26_09,1920x1080,122.155367,59.9400599400599
P26_10,1920x1080,134.067267,59.9400599400599
P26_11,1920x1080,98.148050,59.9400599400599
P26_12,1920x1080,18.651967,59.9400599400599
P26_13,1920x1080,123.223100,59.9400599400599
P26_14,1920x1080,32.432400,59.9400599400599
P26_15,1920x1080,35.769067,59.9400599400599
P26_16,1920x1080,65.081683,59.9400599400599
P26_17,1920x1080,66.399667,59.9400599400599
P26_18,1920x1080,448.131017,59.9400599400599
P26_19,1920x1080,471.988183,59.9400599400599
P26_20,1920x1080,37.504133,59.9400599400599
P26_21,1920x1080,465.465000,59.9400599400599
P26_22,1920x1080,140.206733,59.9400599400599
P26_23,1920x1080,85.552133,59.9400599400599
P26_24,1920x1080,58.425033,59.9400599400599
P26_25,1920x1080,39.339300,59.9400599400599
P26_26,1920x1080,70.370300,59.9400599400599
P26_27,1920x1080,27.994633,59.9400599400599
P26_28,1920x1080,131.981850,59.9400599400599
P26_29,1920x1080,55.472083,59.9400599400599
P26_30,1920x1080,15.281933,59.9400599400599
P26_31,1920x1080,90.039950,59.9400599400599
P26_32,1920x1080,81.765017,59.9400599400599
P26_33,1920x1080,38.104733,59.9400599400599
P26_34,1920x1080,107.056950,59.9400599400599
P26_35,1920x1080,164.397567,59.9400599400599
P26_36,1920x1080,209.893017,59.9400599400599
P26_37,1920x1080,63.029633,59.9400599400599
P26_38,1920x1080,58.124733,59.9400599400599
P26_39,1920x1080,56.756700,59.9400599400599
P26_40,1920x1080,69.686283,59.9400599400599
P26_41,1920x1080,116.749967,59.9400599400599
P27_01,1920x1080,282.148533,59.9400599400599
P27_02,1920x1080,181.364517,59.9400599400599
P27_03,1920x1080,97.997900,59.9400599400599
P27_04,1920x1080,331.214217,59.9400599400599
P27_05,1920x1080,615.414800,59.9400599400599
P27_06,1920x1080,899.365133,59.9400599400599
P27_07,1920x1080,954.019733,59.9400599400599
P28_01,1920x1080,339.022017,59.9400599400599
P28_02,1920x1080,506.355850,59.9400599400599
P28_03,1920x1080,782.498383,59.9400599400599
P28_04,1920x1080,453.102650,59.9400599400599
P28_05,1920x1080,523.756567,59.9400599400599
P28_06,1920x1080,744.009933,59.9400599400599
P28_07,1920x1080,130.797333,59.9400599400599
P28_08,1920x1080,336.886550,59.9400599400599
P28_09,1920x1080,499.065233,59.9400599400599
P28_10,1920x1080,60.960900,59.9400599400599
P28_11,1920x1080,328.261267,59.9400599400599
P28_12,1920x1080,27.043683,59.9400599400599
P28_13,1920x1080,149.883067,59.9400599400599
P28_14,1920x1080,278.895283,59.9400599400599
P28_15,1920x1080,92.959533,59.9400599400599
P28_16,1920x1080,313.379733,59.9400599400599
P28_17,1920x1080,62.445717,59.9400599400599
P28_18,1920x1080,120.270150,59.9400599400599
P28_19,1920x1080,89.923167,59.9400599400599
P28_20,1920x1080,122.188733,59.9400599400599
P28_21,1920x1080,61.261200,59.9400599400599
P28_22,1920x1080,146.796650,59.9400599400599
P28_23,1920x1080,25.158467,59.9400599400599
P28_24,1920x1080,68.251517,59.9400599400599
P28_25,1920x1080,396.879817,59.9400599400599
P28_26,1920x1080,101.568133,59.9400599400599
P29_01,1920x1080,1350.474117,59.9400599400599
P29_02,1920x1080,193.560033,59.9400599400599
P29_03,1920x1080,2074.672583,59.9400599400599
P29_04,1920x1080,179.612767,59.9400599400599
P29_05,1920x1080,1821.736567,59.9400599400599
P29_06,1920x1080,169.068900,59.9400599400599
P30_01,1920x1080,74.874800,59.9400599400599
P30_02,1920x1080,237.720817,59.9400599400599
P30_03,1920x1080,521.204017,59.9400599400599
P30_04,1920x1080,710.042667,59.9400599400599
P30_05,1920x1080,3261.992717,59.9400599400599
P30_06,1920x1080,401.350950,59.9400599400599
P30_07,1920x1080,305.438467,59.9400599400599
P30_08,1920x1080,1122.140000,59.9400599400599
P30_09,1920x1080,433.733300,59.9400599400599
P30_10,1920x1080,792.558433,59.9400599400599
P30_11,1920x1080,344.610933,59.9400599400599
P31_01,1920x1080,475.358217,59.9400599400599
P31_02,1920x1080,208.608400,59.9400599400599
P31_03,1920x1080,274.390783,59.9400599400599
P31_04,1920x1080,96.563133,59.9400599400599
P31_05,1920x1080,483.382900,59.9400599400599
P31_06,1920x1080,187.437250,59.9400599400599
P31_07,1920x1080,252.302050,59.9400599400599
P31_08,1920x1080,837.937100,59.9400599400599
P31_09,1920x1080,254.904650,59.9400599400599
P31_10,1920x1080,540.089550,59.9400599400599
P31_11,1920x1080,254.938017,59.9400599400599
P31_12,1920x1080,205.788917,59.9400599400599
P31_13,1920x1080,658.274283,59.9400599400599
P31_14,1920x1080,313.529883,59.9400599400599
P32_01,1920x1080,494.861033,59.9400599400599
P32_02,1920x1080,222.472250,59.9400599400599
P32_03,1920x1080,242.091850,59.9400599400599
P32_04,1920x1080,364.931233,59.9400599400599
P32_05,1920x1080,426.292533,59.9400599400599
P32_06,1920x1080,589.789200,59.9400599400599
P32_07,1920x1080,28.978950,59.9400599400599
P32_08,1920x1080,199.182317,59.9400599400599
P32_09,1920x1080,281.531250,59.9400599400599
P32_10,1920x1080,406.072333,59.9400599400599
